resort_name,name,location_type,latitude,longitude,elevation_feet,is_primary,notes,source_url
Hakuba Iwatake Snow Field,Primary Base / Forecast Point,base,36.727,137.858,2461,true,Official Hakuba Valley snow-resort info page lists course elevation lowest 750 m and highest 1289 m for Hakuba Iwatake Snow Field; primary uses lowest official course elevation. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.,https://www.hakubavalley.com/en/ski_resort_info_en/
Hakuba Norikura Onsen Snow Resort,Primary Base / Forecast Point,base,36.774,137.887,2625,true,Official Hakuba Valley snow-resort info page lists course elevation lowest 800 m and highest 1598 m for Hakuba Norikura Onsen Snow Resort; primary uses lowest official course elevation. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.,https://www.hakubavalley.com/en/ski_resort_info_en/
Hanazano,Primary Base / Forecast Point,base,42.8047045,140.68749309999998,984,true,"Official Niseko United page says Niseko United comprises four resorts on one mountain, Niseko Annupuri at 1,308 m; base altitude is kept as approximate 300 m lower-resort anchor pending resort-specific base/station data. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.niseko.ne.jp/en/niseko/
Hasuike Ski Area,Base / Minimum Ski-Area Elevation,base,36.7168,138.4989,4938,true,Official Shiga Kogen Mountain Resort live-status/data page lists Hasuike Ski Area minimum altitude 1505 m and highest altitude 1590 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced. Reclassified from generic forecast_point to base because the row uses the official minimum/base ski-area elevation.,https://www.shigakogen-ski.or.jp/lift/hasuike/index-en.html
Heavenly,Base / Forecast Point,base,38.9353,-119.94,6540,true,"Official Heavenly/Vail Resorts help article reports base elevation 6,540 ft and summit elevation 10,067 ft. Primary coordinate is the existing resort/base forecast point and approximate.",https://skiheavenly.zendesk.com/hc/en-us/articles/4412301889435-What-Is-The-Base-Town-Elevation
Heavenly,Summit / Highest Elevation,summit,38.9353,-119.9400,10067,false,"Official Heavenly/Vail Resorts help article reports base elevation 6,540 ft and summit elevation 10,067 ft. Summit coordinate is approximate because the source provides elevation but not exact station coordinates.",https://skiheavenly.zendesk.com/hc/en-us/articles/4412301889435-What-Is-The-Base-Town-Elevation
Hidden Valley Resort (PA),Base / Forecast Point,base,40.042,-79.256,2405,true,"Official Hidden Valley PA mountain information reports base elevation 2,405 ft and highest elevation 2,875 ft. Primary base coordinate is approximate unless a later official station coordinate is added.",https://www.hiddenvalleyresort.com/the-mountain/about-the-mountain/mountain-info.aspx
Hidden Valley Resort (PA),Summit / Highest Elevation,summit,40.042,-79.256,2875,false,"Official Hidden Valley PA mountain information reports base elevation 2,405 ft and highest elevation 2,875 ft. Coordinate approximates the resort area because the official source gives elevation but not exact station coordinates.",https://www.hiddenvalleyresort.com/the-mountain/about-the-mountain/mountain-info.aspx
Hidden Valley Ski Area (MO),Primary Base / Forecast Point,base,38.5356,-90.6504,540,true,Official Vail/Hidden Valley Missouri mountain information lists highest elevation 860 ft and longest vertical drop 320 ft; base elevation is arithmetically inferred as approximately 540 ft and should be superseded by an explicit official base/station value if found. Coordinates remain the existing approximate resort/base forecast-point coordinates from data/resorts.csv unless a future official station coordinate is found.,https://www.hiddenvalleyski.com/the-mountain/about-the-mountain/mountain-info.aspx
Higashidateyama Ski Area,Base / Minimum Ski-Area Elevation,base,36.7270679,138.5190092,5052,true,Official Shiga Kogen Mountain Resort live-status/data page lists Higashidateyama Ski Area minimum altitude 1540 m and highest altitude 1970 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced. Reclassified from generic forecast_point to base because the row uses the official minimum/base ski-area elevation.,https://www.shigakogen-ski.or.jp/lift/higashitateyama/index-en.html
Hintertux Glacier,Primary Base / Forecast Point,base,47.115,11.682,4921,true,"Official Tux/Hintertux Glacier page describes the panorama terrace at 3,250 m; primary uses commonly published Hintertux glacier base/valley-station elevation of about 1,500 m pending a direct official base value. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.tux.at/en/hintertux-glacier/
Hochfügen,Hochfügen Base,base,47.27,11.775,4921,true,"Official Hochfügen weather page provides weather/snow-line context; base elevation is the resort village/ski-area base at approximately 1,500 m. Coordinates approximate.",https://www.hochfuegenski.com/en/live-news/weather/
Hochzillertal,Kaltenbach / Hochzillertal Valley Base,base,47.293,11.872,1831,true,"Official Hochzillertal page states the ski region rises to almost 2,400 m. Primary remains Kaltenbach valley/base access coordinate and approximate elevation.",https://www.hochzillertal.com/en/
Hoppo Bunadaira Ski Area,Base / Minimum Ski-Area Elevation,base,36.7215,138.4930,4364,true,Official Shiga Kogen Mountain Resort live-status/data page lists Hoppo Bunadaira Ski Area minimum altitude 1330 m and highest altitude 1570 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced. Reclassified from generic forecast_point to base because the row uses the official minimum/base ski-area elevation.,https://www.shigakogen-ski.or.jp/lift/hoppobunadaira/
Hotham,Primary Base / Forecast Point,base,-36.9785,147.1345,4757,true,"Official Hotham mountain-info page lists base height 1,450 m / 4,757 ft and elevation 1,861 m / 6,106 ft; mountain-stat elevations, not named weather stations. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.mthotham.com.au/discover/explore/mountain-info/1000
Hunter Mountain,Base / Forecast Point,base,42.2043,-74.2103,1600,true,"Official Hunter Mountain mountain information reports base elevation 1,600 ft and highest elevation 3,200 ft. Primary base coordinate is approximate unless a later official station coordinate is added.",https://www.huntermtn.com/the-mountain/about-the-mountain/mountain-info.aspx
Hunter Mountain,Summit / Highest Elevation,summit,42.2043,-74.2103,3200,false,"Official Hunter Mountain mountain information reports base elevation 1,600 ft and highest elevation 3,200 ft. Coordinate approximates the resort area because the official source gives elevation but not exact station coordinates.",https://www.huntermtn.com/the-mountain/about-the-mountain/mountain-info.aspx
Ichinose Diamond Ski Area,Primary Base / Forecast Point,base,36.7400066,138.5092768,5299,true,Official Shiga Kogen Mountain Resort live-status/data page lists Ichinose Diamond Ski Area minimum altitude 1615 m and highest altitude 1700 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.,https://www.shigakogen-ski.or.jp/lift/ichinosediamond/index-en.html
Ichinose Family Ski Area,Primary Base / Forecast Point,base,36.7381252,138.5085781,5315,true,Official Shiga Kogen Mountain Resort live-status/data page lists Ichinose Family Ski Area minimum altitude 1620 m and highest altitude 1940 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.,https://shigakogen-ski.or.jp/lift/ichinosefamily/index-en.html
Ichinose Yamanokami Ski Area,Base / Minimum Ski-Area Elevation,base,36.7440,138.5065,5233,true,Official Shiga Kogen Mountain Resort live-status/data page lists Ichinose Yamanokami Ski Area minimum altitude 1595 m and highest altitude 1700 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced. Reclassified from generic forecast_point to base because the row uses the official minimum/base ski-area elevation.,https://www.shigakogen-ski.or.jp/lift/ichinoseyamanokami/index-en.html
Ischgl,Primary Base / Forecast Point,base,47.009736,10.289257,4518,true,"Official Ischgl press release states Silvretta Arena slopes run from 1,377 m to 2,872 m; primary uses lower official slope elevation. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.ischgl.com/001_TVB/PRESSE/3_Archiv/2023/2023-10-24%20TOM%20Easter%20Chuba/PA_TOM_Easter_NinaChuba_24_EN.pdf
Jack Frost,Base / Forecast Point,base,41.1105,-75.6554,1400,true,"Official Jack Frost Big Boulder mountain information reports Jack Frost base elevation 1,400 ft and highest elevation 2,000 ft. Primary base coordinate is approximate unless a later official station coordinate is added.",https://www.jfbb.com/the-mountain/about-the-mountain/mountain-info.aspx?id=5996
Jack Frost,Summit / Highest Elevation,summit,41.1105,-75.6554,2000,false,"Official Jack Frost Big Boulder mountain information reports Jack Frost base elevation 1,400 ft and highest elevation 2,000 ft. Coordinate approximates the resort area because the official source gives elevation but not exact station coordinates.",https://www.jfbb.com/the-mountain/about-the-mountain/mountain-info.aspx?id=5996
Jackson Hole Mountain Resort,Base / Forecast Point,base,43.5875,-110.8279,6311,true,"Official Jackson Hole mountain stats report base elevation 6,311 ft; coordinate is existing Teton Village/base forecast point and approximate.",https://www.jacksonhole.com/mountain-stats
Jackson Hole Mountain Resort,Summit,summit,43.5965,-110.8460,10450,false,"Official Jackson Hole mountain stats report summit elevation 10,450 ft; coordinate is approximate high-mountain/tram summit map point.",https://www.jacksonhole.com/mountain-stats
